POS,class
"DT NN POS : VBG IN ( ) PRP VBD JJ VBN PRP$ CC TO VB . RB , WRB RP NNS MD `` '' EX VBZ VBP JJR WDT CD WP NNP RBR",ctrl
"WRB PRP VBP PRP$ NN VBD RB VBN CC TO VB DT IN VBG JJ , VBZ . CD WP RP POS WDT MD : NNS JJR ( ) EX JJS UH NNP # FW $",ctrl
"VBG DT JJ NN IN VBZ PRP MD VB RB TO . : VBN NNS CC WRB VBP PRP$ WP EX , `` JJR NNP ( CD ) RBR VBD WDT WP$ RP JJS",ctrl
"WRB NN CC ( ) : DT VBZ VBG RP IN JJ , POS `` '' NNS TO VB . WP VBP PRP VBN RB RBR EX MD JJS VBD NNP PRP$ CD WDT FW $",ctrl
"DT CD NNS VBP JJ IN VBZ : PRP VBN NN . RB VBG WRB VBD , JJR POS CC TO VB PRP$ WP MD EX RP '' PDT UH WDT JJS RBS",ctrl
"VBG WRB DT NN MD VB RB JJ CC VBN VBZ IN NNS . VBD TO RP PRP$ POS , WP NNP PRP CD VBP EX : JJR JJS RBR ( ) UH WDT FW",ctrl
"IN NN TO VB : DT JJ ( ) VBD VBN CC VBG PRP$ POS PRP , . VBZ RB NNS VBP EX MD `` '' JJR WRB RP CD PDT JJS WP RBR",ctrl
"NN IN POS , DT VBZ TO VB WRB VBD PRP$ NNS CD PRP VBN JJ CC . WP$ VBG RB VBP : RBR `` '' # NNP WDT UH JJS MD ) JJR (",ctrl
"DT NN IN NNP '' VBP RB JJ PRP VBD PRP$ CC , WP WRB . POS VBN VBZ TO VB NNS CD WDT RP VBG MD WP$ JJR JJS PDT RBR : RBS EX",ctrl
"VBN JJ NN VBZ RB DT IN CD PRP MD VB TO NNS , VBG EX VBD CC PRP$ . VBP ( ) : RP POS JJS NNP RBR WDT WRB WP '' JJR $",ctrl
"WRB JJ NNS VBP IN NN '' DT PRP `` RP , WDT VBZ RB VB . EX CC VBD TO PRP$ VBN PDT CD WP MD RBR JJR FW : VBG JJS ) ( POS",ctrl
"VB JJ IN DT RBR CC VBD '' NN NNS . : VBZ VBG PRP$ , WP PRP TO VBN RB ( ) VBP EX MD POS WRB `` NNP JJR CD FW",ctrl
"DT JJ NN VBD CC IN NNS WRB PRP$ PRP MD VB TO . VBN VBG WP RB : CD WP$ RBR RP , EX POS VBP VBZ JJR UH ''",ctrl
"WRB NNS VBP NN , PRP CC VBZ TO DT IN JJ . VBN CD VBD RB PRP$ EX WP VBG '' VB MD JJR : RBR `` NNP JJS UH POS WDT PDT ( RP",ctrl
"NNS VBP RB VB JJ '' DT NN VBD VBN IN JJS CD CC TO POS . PRP WP VBZ WRB VBG PRP$ `` , RP $ JJR : ( RBR ) NNP MD",ctrl
"DT JJ NN WDT VBZ VBN TO VB IN VBD NNS , VBG CC . PRP MD RB PRP$ NNP POS WP VBP CD EX : JJR '' WRB # ( ) JJS FW $",ctrl
"CD IN DT RBS JJ NN VBN . , : TO VB VBZ MD PRP WRB CC VBP ( ) WP VBG EX RB WDT NNS JJR SYM $ VBD PRP$ POS RP FW ''",ctrl
"NN NNS VBP IN TO CC JJ WDT VBG PRP$ RB DT VBZ CD : , `` ( NNP ) VBN . VB JJR PRP MD WRB WP EX POS VBD '' JJS RP RBS",ctrl
"NN NNS CC PRP$ JJ VBP DT IN NNP POS . , VBZ WP VBN VBG CD TO VB WDT RBR RB PRP : VBD MD WRB UH EX RP ( ) JJR FW JJS",ctrl
"JJ NNS IN DT NN CC RB PRP VBP WRB MD VB WP TO . VBZ EX VBN , VBD PRP$ : RBR ( ) VBG POS CD FW JJS JJR NNP",ctrl
"DT JJ NNS VBG NN IN VBP RB WP VBN TO VB PRP$ . , VBD RP WDT VBZ PRP CC WRB JJR CD `` MD '' POS : EX UH ( ) SYM FW NNP",ctrl
"NNS IN VBP PRP$ ( NN ) : DT JJ POS , CD VBD VBG RP PRP TO VB VBN . RB CC WRB EX UH WP VBZ `` '' JJR MD WDT RBR JJS",ctrl
"RB IN DT JJ NN WRB NNS VBP VBN TO VB PRP$ CC WP MD . VBZ WDT VBD RP VBG PRP CD , WP$ : ( ) FW NNP JJR POS JJS ``",ctrl
"VBG IN DT JJ POS NN . VBZ VBN NNS , CC PRP MD VB VBP RB TO JJS : WP JJR $ CD PRP$ WDT VBD WRB EX RBR RP `` '' ( ) FW SYM",ctrl
"VBG DT NN TO VB POS JJ ( ) : VBZ RB IN , CC PRP$ . PRP VBN CD WDT NNS MD EX VBP VBD RP WP RBR NNP WRB `` $ ''",ctrl
"NNS JJ NN IN PRP$ TO VB DT VBZ VBG CC VBN VBD ( ) , WDT WP PRP `` '' : VBP RB RBR . EX JJR CD POS WRB MD NNP # SYM",ctrl
"NNS VBD IN NN JJ CC VB DT VBZ RB VBG VBN : PRP TO , . EX VBP PRP$ WDT CD WP WP$ WRB RP JJR MD PDT JJS ( ) NNP RBR",ctrl
"DT JJ NN IN VBN VBZ PRP VBP NNS . : VB WRB CC MD RB WP `` PRP$ '' TO WP$ JJR , NNP SYM RBS VBG CD WDT VBD JJS RBR NNPS POS ( ) EX $ RP",ctrl
"NNS : JJ NN VBN IN CC ( ) DT VBZ TO VB NNP VBG RB VBP , JJS WP MD . PRP$ WDT PRP RP WP$ VBD JJR CD WRB '' POS EX RBS FW ``",ctrl
"NNS VBP NN , IN VBN CD NNP RB JJ CC DT VBD TO . MD VB JJR POS PRP PRP$ VBG RP : VBZ WRB ( ) WDT $ EX `` '' WP JJS",ctrl
"NN VBZ CD NNS VBP IN CC PRP$ ( ) VBG NNP : TO VB JJ DT VBN VBD . MD WP PRP JJR RB $ RBS POS , RBR WRB RP WDT FW JJS",ctrl
"JJ NNS VBP VBG IN DT NN VBZ VBN CC , VBD . MD WRB CD RP TO PRP RB WDT JJR VB WP PRP$ POS EX : `` '' ( ) FW RBS",ctrl
"VBN NNS VBP TO VB , CC ( NN ) : DT JJ VBD WRB PRP PRP$ . CD IN MD EX RB VBG WP NNP JJR UH VBZ JJS RP POS WDT WP$ `` '' FW",ctrl
"PRP VBZ RB IN : NNS VBG VBP VBN . DT NN CC JJ PRP$ , VBD TO VB WP CD WRB EX MD JJR FW NNP JJS UH WDT POS # `` '' RP RBR",ctrl
"NNS VBD VBG $ CD DT JJ NN VBZ VBN TO VB IN PRP$ JJR , WP WRB PRP . MD CC VBP RB `` RP '' NNP : ( ) POS RBS WDT FW",ctrl
"NN VBG NNS VBN IN JJ CC VBD TO JJR CD DT WDT . RB , PRP WP PRP$ EX MD VB WRB WP$ : RP VBP ( ) FW VBZ JJS POS $",ctrl
"NNS VBP PRP RP CC VB DT IN . JJ NN TO VBZ WDT MD VBG VBN : ( CD ) RB , PRP$ JJS VBD EX NNP POS WRB JJR WP UH",ctrl
"RB NN NNS PRP IN DT WRB TO VB JJ , WDT VBZ VBN CC NNP JJS VBP . RBR PRP$ VBD EX VBG WP CD POS : WP$ RP MD FW `` UH JJR ( ) #",ctrl
"DT NN IN JJ VBZ PRP VBN RB JJS PRP$ . NNS WP VBP RP , VBD CC RBR TO VB WRB VBG : JJR $ CD MD EX WDT POS RBS",ctrl
"CD : JJ NN IN VBG NNS . DT VBZ VBN RB CC PRP VBD , `` VBP TO VB '' WDT WRB MD PRP$ POS WP JJS UH JJR ( ) NNP EX",ctrl
"JJ NNS : VBP IN NN DT , CC PRP TO VB WDT VBZ RB JJR . VBN WP VBD WP$ PRP$ WRB VBG '' MD CD UH `` NNP FW RBR RP JJS EX (",ctrl
"DT JJ VBG NN IN CC VBZ RB NNS WDT VBP VBN TO , RBR . EX WRB JJR MD VB RP CD : PRP WP POS PRP$ VBD JJS",ctrl
"JJS NN POS JJ : WRB DT NNS VBN RP IN PRP$ CC TO VB PRP . VBZ , RB FW NNP VBD RBR WP '' JJR MD VBG VBP CD ( ) RBS `` EX WDT",ctrl
"NN : JJ NNS VBP VBN IN VBZ DT CD TO MD VB VBG , RB PRP . VBD POS CC PRP$ EX WP NNPS JJR ( ) NNP FW JJS WRB WDT '' ``",ctrl
"VBG NN NNS VBP , CC RB VB RBR IN DT JJ . VBZ VBN TO WDT MD $ CD PRP WRB PRP$ JJR NNP VBD RBS EX : JJS SYM RP ( ) POS NNPS '' WP PDT",ctrl
"DT NN IN JJ , VBP POS VBZ VBN PRP$ TO VB CC NNS . PRP VBG WP WRB CD RP MD RB RBR JJR VBD EX UH `` '' : NNP WDT ( ) # FW",ctrl
"DT NN NNS , CC VBP VBG IN RB VB TO PRP$ . VBZ WRB PRP MD : JJ JJS WP CD VBD VBN RBS JJR RBR WDT NNP ( ) POS $ RP",ctrl
"NN VB JJ NNS ( ) : DT VBD IN PRP VBZ VBN VBG , WDT JJR CD . RB TO CC `` '' WRB VBP JJS WP POS RP PRP$ MD NNP RBR $ EX",ctrl
"NN NNS IN , CC TO DT : VBP VBN VBG ( JJ RB CD ) . VBZ WP PRP PRP$ VB WRB MD JJR POS WDT FW NNP",ctrl
"NN VB VBN IN DT JJ VBZ VBG TO NNS WP VBP , CC PRP MD VBD . RBS : $ CD RB EX JJR POS WRB PRP$ WDT UH RP JJS WP$ RBR",ctrl
"NN : EX VBZ IN DT . VBN JJ NNS RB CC , PRP VBD RBR TO VB WP PRP$ VBP WRB JJR MD VBG UH RP POS JJS FW NNP CD (",ctrl
"DT NN IN JJ VBN NNS CC WDT VBP RB PRP$ POS VBZ : WP VBD MD VB . , WRB PRP RP CD VBG TO EX PDT NNP ( FW ) WP$ JJR '' RBR RBS",ctrl
"NN VBZ JJR POS NNS DT JJ , PRP$ IN VBD . CC VBN PRP MD RB VB TO WRB CD WP VBG RBS VBP NNP : ( RP ) WDT EX JJS PDT `` UH",ctrl
"WRB TO VB NNS IN DT NN PRP MD JJ . VBZ EX VBP CD CC WP VBN : WDT RB JJR VBG PRP$ PDT , RP VBD UH # NNP ( ) POS `` RBR ''",ctrl
"NN NNS VBP DT . JJ VBZ VBG TO VB IN PRP$ CD CC VBN PRP MD RB RP EX , WRB WDT `` WP '' VBD ( ) : POS JJR NNP # RBS FW SYM RBR",ctrl
"NN VBG WP VBZ TO VB JJ POS ( ) : DT PRP VBP IN CC NNS PRP$ . RB VBN `` '' CD , VBD MD JJS UH WRB EX RP RBR WDT JJR NNP",ctrl
"NNS VBD IN NN PRP '' DT JJ VBZ VBG CC PRP$ VBP VBN , WDT RB RBR . CD TO VB WRB RBS MD : NNP FW ( ) EX WP",ctrl
"JJ NN : DT WDT VBZ RB IN PRP CC PRP$ . NNS VBP VBN WRB VBD JJR CD , TO VB MD EX VBG ( RP ) NNP SYM $ WP RBR `` ''",ctrl
"NNS VBD TO VB IN NN POS JJ VBZ DT VBG CC , WDT VBP VBN . PRP RB PRP$ RBR MD CD $ JJR : EX RP WRB JJS '' WP ( ) FW PDT `` NNP",ctrl
"DT NNS VBG IN NN POS VBP RB JJ TO VB WP VBZ PRP , CC PRP$ MD VBN . WRB JJR VBD WP$ : EX CD RP JJS ) WDT RBR '' (",ctrl
"DT NNS VBN IN NN PRP$ CC . PRP VBD RB TO VB JJ CD : MD VBP WP EX VBG '' RP VBZ WRB POS , JJR PDT ( ) WDT JJS RBS FW $ NNP",ctrl
"NN IN TO DT : JJ POS ( , VB CD ) VBZ RP PRP VBP JJR RB CC NNS PRP$ . MD RBS VBG EX UH VBN WP JJS WRB VBD WDT",ctrl
"DT NN CD : NNS IN . JJ VBZ RBS , JJR RB CC ( ) VBN TO PRP VBP EX VBG VBD WRB VB MD PRP$ RBR WP POS RP `` NNP WDT $ JJS",ctrl
"JJ NNS IN VBP DT NN VBZ VBN , VBG TO POS JJR CD VBD CC PRP MD VB RBR . RB ( ) : UH SYM NNP # PRP$ `` '' WRB RP WP",ctrl
"NN VBD CD IN POS DT JJ CC '' VBZ VBN VBG NNS . : TO PRP PRP$ RB MD VB RP VBP ( ) , WRB EX JJR `` NNP WP $ RBS FW",ctrl
"DT NN IN MD RB VB JJ NNS CC . VBZ VBN TO , WDT NNP PRP PRP$ EX VBP VBG WRB POS RBR CD VBD RP WP JJR UH `` : ) ( ''",ctrl
"JJ NN VBZ RB : CC PRP RBR IN VBP DT VBD TO VB PRP$ JJS , VBG RP NNS WP . EX MD POS ( WDT CD ) WRB VBN `` '' JJR # FW",ctrl
"JJ NNS MD RB VB NN IN DT . VBZ WDT VBP VBN CC PRP TO , WRB RBR VBG WP VBD PRP$ WP$ POS `` '' EX : RP JJR JJS CD SYM ( NNP ) $",ctrl
"DT NN VBZ NNS VBG IN PRP$ CC . PRP RB MD VB VBN WP VBP TO , JJ EX VBD : '' WRB POS JJS RBR CD UH RP JJR",ctrl
"DT JJ NN VBZ VBG IN CC CD TO VB PRP$ NNS WDT MD RP , RB JJR : PRP VBN WRB EX VBP VBD . $ JJS RBR WP ( POS RBS NNPS ) NNP `` ''",ctrl
"WP VBZ VB IN NN DT RB . VBN PRP VBD JJ CC PRP$ TO , CD NNS : WDT VBP RBR VBG EX MD WRB RP PDT POS JJS JJR",ctrl
"NN IN JJ VBZ PRP VBN NNS ( ) : DT CC VBD VBG RB CD TO VB PRP$ VBP . MD EX , WP RBR WRB `` '' WDT POS NNP JJR FW JJS RP $",ctrl
"PRP$ JJ NN VBD NNS . PRP MD RB VB WP VBZ IN DT VBN VBP : TO , ( CD ) CC EX WDT WRB VBG FW RBR # `` JJS NNP JJR",ctrl
"WP VBZ NN '' NNS TO PRP ( ) : DT JJ IN POS `` , RP RB CC VBN JJS PRP$ MD VB VBD CD . VBP WDT JJR EX VBG WRB RBS PDT RBR",ctrl
"JJ NNS IN NN TO VB DT . VBP VBN CC MD WRB VBZ VBG RB WP , VBD `` PRP '' EX RP JJR : PRP$ CD RBR JJS ( ) POS NNP #",ctrl
"DT IN NN VBZ JJ NNS VBP TO JJR CD VBN CC WDT PRP$ . VBD POS PRP , VBG ( ) VB : RB WRB FW MD RP `` '' WP EX UH RBS RBR JJS",ctrl
"VBN TO PRP$ NNS , JJ VBG RB VB NN CC IN DT . VBP WP MD PRP VBD WRB CD EX FW : '' VBZ RP JJR JJS `` POS ( WDT WP$ RBR",ctrl
"JJ NNS VBP PRP VBD NN IN VBG TO VB . DT VBZ RB CC VBN PRP$ RBR : `` JJR ( ) NNP CD , POS WP FW MD RBS WRB '' EX WDT RP JJS #",ctrl
"NN VBZ IN TO VB DT NNS VBP JJ VBN PRP$ CD CC RB . PRP VBD POS VBG , WP JJS MD EX : WRB RP '' RBR JJR WDT",ctrl
"NN VBZ RB DT , '' CC IN . JJ NNP CD : NNS VBN WDT MD VB VBG PRP POS VBD TO WRB VBP `` PRP$ WP RP JJR ( ) EX # RBR",ctrl
"WRB VB PRP JJ NN . POS NNS PDT DT TO IN WDT MD VBZ VBP VBN RB CC EX PRP$ CD VBD : VBG , UH WP JJS JJR RBR RP ( ) FW NNP #",ctrl
"NNS VBP , IN NN DT JJ VBD PRP VBN PRP$ TO VB CC MD . VBG RP WRB WP RB `` '' WDT VBZ : POS JJS ( RBR ) CD JJR # NNP SYM FW",ctrl
"NN : MD PRP VB JJ TO IN DT . VBZ VBG NNS PRP$ , CC RB WP VBD VBN EX VBP WRB ( ) WDT CD FW '' POS RP $ JJR NNP JJS",ctrl
"JJ '' NN VBZ VBN CD DT WP VBD IN CC PRP$ TO PRP NNS MD RB VB . VBG POS VBP JJR WRB , : RBS ( ) WP$ RP WDT EX RBR JJS FW",ctrl
"NN NNS JJ IN TO VB NNP POS DT VBZ VBN WP VBD PRP$ , PRP . VBP CC WRB MD EX VBG RB ( ) CD : RBR `` JJR RP # FW '' JJS",ctrl
"NN DT POS JJ NNS VBD '' CC IN VBZ VBN TO CD PRP$ . RB , VB PRP : RP WRB FW WDT MD VBG WP VBP JJR EX JJS ( ) SYM NNP $",ctrl
"VBG TO VB VBZ RBR JJ IN NNS , DT NN VBD JJR CC PRP$ VBN . WDT CD WP WRB PRP MD RB EX VBP JJS RP UH : POS $ ( )",ctrl
"NNS MD VB NN , CC WP VBZ IN VBP PRP . DT VBN RB VBG JJ POS : WDT VBD TO EX WP$ WRB JJS CD JJR PRP$ RBR RP ( )",ctrl
"WRB JJ NN VBZ VBG DT IN NNS CC , PRP MD VB TO RP PDT WDT VBN . CD RB PRP$ NNP ( ) FW WP$ VBP JJR `` '' VBD WP : POS EX RBR #",ctrl
"WP DT NN POS JJ NNS PRP IN VBZ VBN VBP RB VB . VBD CC : JJS CD , MD PRP$ RBS VBG TO WRB RP EX ( ) UH RBR WDT $ PDT",ctrl
"NN JJ : TO VB DT IN . CC VBG NNP VBN CD , VBP JJS RB ) FW VBD VBZ PRP$ PRP ( POS NNS WDT MD WP RBR WP$ `` '' JJR RP WRB EX",ctrl
"NN : VBZ TO VB JJR IN DT JJ '' CC , PRP$ POS RB PRP WDT NNS VBP . VBD VBG WRB MD RP VBN WP CD EX WP$ UH ( ) PDT JJS FW",ctrl
"DT NN IN JJ VBZ CC WDT VBN VBG NNS . , EX VBP VBD WP RP CD PRP TO PRP$ RB POS ( MD VB ) : WRB UH JJS RBR WP$ FW JJR PDT",ctrl
"NN , VBG . DT IN JJ PRP VBD TO NNS CC RB PRP$ VBP VB WP VBZ VBN CD JJR WRB : WDT POS EX ( ) MD $ NNP `` '' RP PDT JJS UH",ctrl
"WRB NNS VBP VBN TO VB PRP$ CC . DT NN VBZ IN RB RP JJ , WDT PRP EX VBG JJR MD WP : '' JJS RBR `` VBD CD FW NNP ( )",ctrl
"RB JJ NNS VBZ PRP$ NN TO VB DT IN CC . , WDT MD VBN CD JJR VBP : ( ) VBG POS WP$ VBD WP RBS WRB PRP RBR UH FW EX RP JJS",ctrl
"NN VBD VBZ DT CC NNS IN POS JJS TO VB PRP$ . VBN JJ CD PRP : WRB VBG MD JJR RB ( ) , WDT `` NNP VBP WP '' RP $ RBR",ctrl
"NN POS NNS VBP JJ IN CC DT JJR . VBZ WDT PRP TO VB PRP$ VBN VBG WP WRB RP , NNP RB MD VBD WP$ CD EX : JJS RBR FW",ctrl
"NN VB DT JJ IN NNS WDT VBP RB VBN TO . PRP VBZ , NNP VBD PRP$ CD CC VBG MD WP : JJR POS WRB $ EX ( ) FW JJS SYM",ctrl
"NN POS JJ NNS VBP DT IN WDT VBZ VBN CC . RB TO , VBD WP PRP MD VB PRP$ JJR : JJS CD WRB EX VBG RP PDT UH",ctrl
"NN : DT NNP '' IN JJ RBS VBZ PRP VB TO . RB VBN , CC NNS VBP VBD PRP$ WRB JJR MD RP POS WP VBG WDT CD EX UH RBR JJS FW",ctrl
"WRB PRP VBZ VBN : NN IN JJ POS , DT CC PRP$ NNS VBD . RB VBG WP ( ) CD TO VB VBP WP$ RBS WDT RP MD EX '' JJS JJR FW UH RBR $ NNP",ctrl
"RB NN IN DT WRB NNS VBZ VBN JJ CC VBP VBG RBR , PRP MD VB TO POS . PRP$ RP WP RBS CD JJR '' VBD : JJS NNP FW",ctrl
"CD IN DT NN POS : JJ VBZ VBG RB VBN PRP$ . CC PRP VBD TO VB , WP NNS WDT `` '' RP VBP ( ) WRB EX RBR JJR NNP MD FW",ctrl
"JJ NN IN WP MD VB TO DT NNS CC VBZ PRP$ RB VBN . CD , PRP VBD VBG WDT JJS VBP POS NNP ( $ ) : EX `` '' RP UH WRB JJR RBR #",ctrl
"CD NNS VBP VBN TO VB DT JJ . RB VBZ WRB PRP NN IN JJR `` '' WDT CC , VBG : WP VBD PRP$ POS EX NNP RP MD $ RBS ( ) FW WP$ #",ctrl
"NN CD : JJ POS NNS IN DT '' WP VBD TO VB `` VBP RB PRP$ PRP VBN CC . VBG , RP NNP VBZ RBR ( ) WRB JJR RBS MD FW JJS",ctrl
"DT JJ NN WP VBD , RB VBN NNS IN CC PRP$ VBZ . FW CD POS TO PRP VBG WRB MD VB ( ) : VBP RBS JJS UH RP RBR JJR EX WDT",ctrl
"VBZ DT JJ NN RB VBN . EX VBP IN NNS WDT MD VB , UH CC PRP VBD TO RP VBG WRB PRP$ JJS : CD RBR JJR WP ( ) PDT POS",ctrl
"JJ NN VBZ VBP IN DT VBG NNS TO VB POS PRP WDT MD , PRP$ . CC EX RB WRB RP CD VBN JJS : WP VBD SYM WP$ RBR FW NNP UH ( JJR",ctrl
"WRB DT NN JJ VBZ IN PRP$ POS VBN CD RBS NNS , VBG JJR TO VB CC . MD WDT RB PRP VBD NNP EX VBP : UH ( ) WP $ PDT RP FW RBR",ctrl
"MD DT NN VB VBN IN NNS . VBZ UH , CC RB WDT PRP JJR TO VBG PRP$ VBP RP JJ : CD VBD ( ) FW WRB RBS RBR POS WP # EX NNP",ctrl
"NN IN $ CD . DT JJ NNS VBZ VBN VBG CC PRP$ `` '' ( ) : VB WDT , UH RB WRB MD PRP WP VBD RBR TO JJR NNP POS VBP EX RP FW JJS",ctrl
"IN NNP POS NN , WP VBZ DT . TO VBN JJ NNS PRP VBD RB PRP$ VBG `` VB CC : '' RBR WRB MD CD EX VBP WP$ WDT RP JJR UH",ctrl
"DT RBS JJ NNS VBN TO VB NN IN CD VBP CC , WDT MD RB RBR JJR . PRP VBG VBD WP VBZ : WRB FW ( $ ) RP '' PRP$ JJS NNP ``",ctrl
"NN POS VBG JJ NNS IN CC DT RB . VBZ PRP$ WDT VBN RBR , VBD PRP WRB VBP VB CD NNP WP TO RP FW MD EX : JJR RBS '' ( ) WP$ JJS",ctrl
"NN VBZ RB VBN JJ . WRB DT IN VBG NNS POS PRP VBP VBD WDT , CC PRP$ TO VB WP WP$ JJR : JJS RP ( ) MD CD EX RBR UH SYM FW",ctrl
"NN POS VBZ DT WDT RB JJ IN CC NNS : RBR WRB PRP VBP VBN . , VBD FW WP PRP$ TO VB UH VBG WP$ CD ( ) EX JJS MD RP JJR",ctrl
"WRB VBD VB NN JJ PRP$ NNS . VBP IN POS DT VBZ `` , '' CC CD : PRP MD RB VBG TO VBN WP RP WDT JJR EX UH JJS $ RBR",ctrl
"JJ NN : DT IN POS '' ( ) NNS CD , VBD PRP$ TO VB PDT WP VBN PRP . WDT MD CC RB VBZ RP JJR `` VBP NNP EX WP$ VBG WRB JJS FW",ctrl
"DT NN IN : WP VBZ PRP VBG POS JJS . , VBD VBP RB TO VB PRP$ JJ WRB VBN CC EX NNS WDT JJR $ CD MD ( ) RP RBS WP$ PDT NNP",ctrl
"DT JJ NN WP VBD CC VBZ POS TO . IN , PRP VBN JJR NNS PRP$ CD VBP ( ) : '' RB JJS WDT NNP MD VB UH WRB RP VBG RBR EX",ctrl
"NN NNS VBP DT IN POS CC RB CD . PRP VBZ JJ WDT VBG TO VB PRP$ , VBD WP VBN JJR WRB MD : EX UH ( ) JJS RP WP$ FW NNP ``",ctrl
"NN IN NNS : WRB JJ POS VBP VBG DT $ CD . VBZ MD VB TO PRP PRP$ VBD CC RBR RB `` WP VBN ( SYM ) FW JJR , JJS NNP #",ctrl
"NN CC JJ : DT NNS WP VBD VB RP IN CD VBN VBG WDT PRP POS . VBP NNP RB TO VBZ PRP$ , `` '' JJS MD ( ) JJR #",ctrl
"DT NNS VBG NN IN VBZ JJ . : VBN POS , WDT MD VB ( ) CD TO CC RB RP PRP VBP JJR PRP$ EX WRB VBD $ WP NNP RBR `` JJS FW",ctrl
"NN NNS , CC : DT IN POS JJ VBP VBG VBN TO VB RP PRP WDT MD RB . CD VBD PRP$ ( ) NNP VBZ RBR WRB WP JJR '' EX JJS FW SYM",ctrl
"DT JJ NN IN POS NNS CC VBZ . CD , FW VBD WRB PRP TO VB RB PRP$ VBG ( WP ) VBP VBN EX PDT : WDT MD RP UH RBR JJS '' JJR",ctrl
"WRB NN POS JJ NNS DT IN VBZ , PRP VBD PRP$ JJR CD RB . CC VBN : WDT VBP VB VBG TO RBR EX ( ) WP MD RBS RP FW JJS UH",ctrl
"JJ NN POS TO DT IN WRB JJS NNS VBP CC , VB VBZ VBN . WP MD PRP CD PRP$ NNP RB VBD WP$ : VBG UH EX JJR FW `` ( ) RP WDT RBR",ctrl
"JJ NN IN CD : DT POS RBS PRP$ NNS , CC VBD . PRP VBN VBG RB VBP WRB TO VB VBZ WP MD ( ) WDT JJR RP EX WP$ NNP SYM $",ctrl
"JJ NN VBZ NNS IN CD DT CC PRP$ PRP TO WP VBD RB POS . `` , '' WDT JJR EX VBP MD VB VBN : WRB ( ) PDT VBG RP NNP FW $",ctrl
"NN : DT JJ POS '' WDT VBD IN ( ) , EX VBZ CD NNS PRP$ VBN CC . PRP TO VB `` WRB RB JJR VBG MD WP RBS VBP UH RP NNP",ctrl
"VB WRB NN VBD PRP$ JJ WP . : VBZ DT IN NNS TO WDT VBP PRP CC RP EX JJR CD MD RB `` VBN POS , VBG NNP RBR ( ) '' UH",ctrl
"WRB JJ NNS VBD PRP$ NN . DT WP VBZ RB IN CC PRP VBN , JJS VBG TO VB POS JJR MD : # ( ) FW VBP RP '' CD NNP `` WDT RBR EX PDT",ctrl
"NN NNS VBP DT JJ IN PRP . : VBD CD VBN CC TO VB PRP$ WP RB , RP WDT WRB JJR MD RBR POS VBZ VBG NNP '' JJS EX FW UH RBS",ctrl
"JJ NN : DT WDT RB VBZ RP POS IN CC . NNS VBP VBG TO VB PRP PRP$ , VBD WP MD CD VBN WRB JJR RBR EX WP$ JJS FW",ctrl
"NNS VBP VBG VBN IN JJ NN . DT VBZ RB TO VB CC JJR PRP MD PRP$ WRB : WDT , POS CD PDT WP VBD RP UH `` '' ( ) NNP EX JJS FW",ctrl
"NN VBZ PRP$ JJS NNS IN : RB JJR CD JJ ( ) DT POS VBD PRP MD VB TO CC , WDT RBR . VBN RP PDT `` '' NNP WP$ VBG VBP $ EX WP WRB",ctrl
"DT JJ NN IN CD : WRB NNS CC VBP VBG TO VBZ `` , '' WP PRP VBN . PRP$ RB JJR VBD VB RP WDT EX MD RBR POS UH JJS",ctrl
"WRB JJ VBD NNS IN DT NN VBN , CD TO VB CC . PRP VBG : WDT VBZ RB PRP$ RP EX POS ( ) WP VBP JJR MD '' UH RBR JJS",ctrl
"IN CC VB NNS TO NN . DT VBZ RB VBG RP JJ WDT WP VBP PRP$ : PRP MD CD VBN , JJR NNP POS VBD # ( ) RBR JJS WRB FW",ctrl
"NNS VBP VBG TO NN IN DT , . VBZ RB JJ PRP MD VB VBN CC WP CD EX JJR PRP$ JJS VBD WRB RP : POS # NNP WDT $ '' ( )",ctrl
"WRB NN POS VBN DT TO JJ VBZ IN CC . CD , PRP VBD RB PRP$ NNS RBR NNP VBG WDT : VB VBP WP JJR PDT ( ) $ `` '' MD RP FW EX RBS",ctrl
"NN VBZ VBN CD IN PRP$ DT TO $ , VBG . : RB PRP VBD JJ CC JJR WRB NNP NNS VBP RBS VB `` MD WP EX '' UH WDT POS RP RBR JJS",ctrl
"JJ NNS IN NN CC POS VBN CD DT PRP . VBZ VBP RB VBG TO : , PRP$ WRB JJS EX ( VB RBR ) $ JJR MD NNP VBD `` FW WDT WP RP",ctrl
"CD NN VBD PRP$ NNS IN DT JJ . RB VBZ WRB PRP MD VB TO : VBP VBN JJR PDT , EX WP CC JJS VBG `` FW WDT RP NNP ( POS $ #",ctrl
"PRP NNS MD VB PRP$ JJ IN DT NN CC CD VBP TO . VBZ RB VBG : WRB EX VBN , RBS WP JJR WDT VBD POS RP ( ) NNP JJS RBR $",ctrl
"NN VBZ , VBG DT POS CC PRP TO VB IN PRP$ JJ . VBD NNS RB CD VBN WDT : $ JJR VBP WRB EX MD WP RBS NNP ( ) FW",ctrl
"NN NNS CC DT IN ( ) : JJ VBD PRP VBZ VBN PRP$ , VBP VBG TO VB . MD RB CD `` '' WDT POS RBS RBR WRB EX FW WP NNP JJR $",ctrl
"WRB TO VB IN NN VBG PRP$ RB , PRP MD JJ VBP DT CC WP JJS VBZ NNS . : CD POS VBN VBD EX RP NNP WDT ( ) `` '' UH RBR RBS JJR FW",ctrl
